arm,seed,split,metric,value,n_instances,n_images,ci_low,ci_high,notes
filtered_syn,1337,test/low_light,ap.person,0.002989487810802808,13,186,,,
filtered_syn,1337,test/low_light,ap_small.helmet,0.3268173886751949,346,186,,,
filtered_syn,1337,test/low_light,ap_small.head,0.4599368274665477,99,186,,,
filtered_syn,1337,test/low_light,ap_small.person,-1.0,0,186,,,
filtered_syn,1337,test/low_light,primary_map,0.502099735733798,843,186,,,
filtered_syn,1337,test/low_light,primary_map_small,0.3933771080708713,445,186,,,
filtered_syn,1337,test/low_light,instances.all,856.0,856,186,,,
filtered_syn,1337,test/low_light,instances.small,445.0,445,186,,,
filtered_syn,1337,test/low_light,instances.medium,377.0,377,186,,,
filtered_syn,1337,test/low_light,instances.large,34.0,34,186,,,
filtered_syn,1337,test/low_light,bare_head_recall,0.9878048780487805,164,186,,,iou=0.5
filtered_syn,1337,test/low_light,n_detections,55800.0,,186,,,
filtered_syn,1337,test/small_object,map,0.31370148269517073,2992,441,,,
filtered_syn,1337,test/small_object,map_50,0.5302578003915154,2992,441,,,
filtered_syn,1337,test/small_object,map_75,0.3293216781093915,2992,441,,,
filtered_syn,1337,test/small_object,map_small,0.2560821434626333,2079,441,,,
filtered_syn,1337,test/small_object,map_medium,0.4333401766836218,891,441,,,
filtered_syn,1337,test/small_object,map_large,0.5016208720792168,25,441,,,
filtered_syn,1337,test/small_object,mar_1,0.08499617883365831,2992,441,,,
filtered_syn,1337,test/small_object,mar_10,0.43998146929318727,2992,441,,,
filtered_syn,1337,test/small_object,mar_100,0.574621549599779,2992,441,,,
filtered_syn,1337,test/small_object,mar_small,0.4686306338694782,2079,441,,,
filtered_syn,1337,test/small_object,mar_medium,0.6545286003606053,891,441,,,
filtered_syn,1337,test/small_object,mar_large,0.8002777777777779,25,441,,,
filtered_syn,1337,test/small_object,ap.helmet,0.4354269548941189,2069,441,,,
filtered_syn,1337,test/small_object,ap.head,0.49688292698218556,844,441,,,
filtered_syn,1337,test/small_object,ap.person,0.00879456620920762,79,441,,,
filtered_syn,1337,test/small_object,ap_small.helmet,0.3299784262321505,1449,441,,,
filtered_syn,1337,test/small_object,ap_small.head,0.4351237178501591,608,441,,,
filtered_syn,1337,test/small_object,ap_small.person,0.0031442863055904055,22,441,,,
filtered_syn,1337,test/small_object,primary_map,0.46615494093815224,2913,441,,,
filtered_syn,1337,test/small_object,primary_map_small,0.3825510720411548,2057,441,,,
filtered_syn,1337,test/small_object,instances.all,2992.0,2992,441,,,
filtered_syn,1337,test/small_object,instances.small,2079.0,2079,441,,,
filtered_syn,1337,test/small_object,instances.medium,891.0,891,441,,,
filtered_syn,1337,test/small_object,instances.large,25.0,25,441,,,
filtered_syn,1337,test/small_object,bare_head_recall,0.9881516587677726,844,441,,,iou=0.5
filtered_syn,1337,test/small_object,n_detections,132300.0,,441,,,
real_only,1337,test,bare_head_recall_at_op,0.8930602957906713,879,744,,,"IoU 0.50 at the frozen compliance threshold 0.07 (EVAL-05b); the value at threshold 0 is a ceiling, not a result"
real_only,1337,val,op_usable,1.0,,756,,,EVAL-04 selected on VALIDATION against a 0.80 precision floor
real_only,1337,val,operating_point,0.07,,756,,,EVAL-04 selected on VALIDATION against a 0.80 precision floor
real_only,1337,val,op_bare_head_recall,0.8574850299401198,,756,,,EVAL-04 selected on VALIDATION against a 0.80 precision floor
real_only,1337,val,op_compliance_precision,0.8507021433850702,,756,,,EVAL-04 selected on VALIDATION against a 0.80 precision floor
standard_aug,1337,test,bare_head_recall_at_op,0.46871444823663255,879,744,,,"IoU 0.50 at the frozen compliance threshold 0.07 (EVAL-05b); the value at threshold 0 is a ceiling, not a result"
standard_aug,1337,val,op_usable,1.0,,756,,,EVAL-04 selected on VALIDATION against a 0.80 precision floor
standard_aug,1337,val,operating_point,0.04,,756,,,EVAL-04 selected on VALIDATION against a 0.80 precision floor
standard_aug,1337,val,op_bare_head_recall,0.8431137724550898,,756,,,EVAL-04 selected on VALIDATION against a 0.80 precision floor
standard_aug,1337,val,op_compliance_precision,0.8203463203463204,,756,,,EVAL-04 selected on VALIDATION against a 0.80 precision floor
unfiltered_syn,1337,test,bare_head_recall_at_op,0.3572241183162685,879,744,,,"IoU 0.50 at the frozen compliance threshold 0.07 (EVAL-05b); the value at threshold 0 is a ceiling, not a result"
unfiltered_syn,1337,val,op_usable,0.0,,756,,,no threshold reaches the 0.80 precision floor while still detecting anything; this arm has no usable operating point
filtered_syn,1337,test,bare_head_recall_at_op,0.5574516496018203,879,744,,,"IoU 0.50 at the frozen compliance threshold 0.07 (EVAL-05b); the value at threshold 0 is a ceiling, not a result"
filtered_syn,1337,val,op_usable,1.0,,756,,,EVAL-04 selected on VALIDATION against a 0.80 precision floor
filtered_syn,1337,val,operating_point,0.065,,756,,,EVAL-04 selected on VALIDATION against a 0.80 precision floor
filtered_syn,1337,val,op_bare_head_recall,0.6395209580838324,,756,,,EVAL-04 selected on VALIDATION against a 0.80 precision floor
filtered_syn,1337,val,op_compliance_precision,0.8075530263838593,,756,,,EVAL-04 selected on VALIDATION against a 0.80 precision floor
